   3.8278102989    0.0860041042    1.2089735396
   4.4957462670   -2.5515886882   -0.6096798083
   5.1622679528   -1.7992412311   -0.6096798083
   4.8327588529   -1.8065608025   -1.6596798083
   3.8278102989    0.0860041042   -2.4283331563
   2.2527987723    0.1323809357    1.7921879105
   3.3027987723    0.1323809357    1.5108412585
   1.7277987723    1.0417076096   -2.1264654374
   2.2527987723    0.1323809357   -2.4078120895
   2.3760641556    1.4428899676    1.9778939085
   3.4260641556    1.4428899676    1.6965472565
   2.9010641556    2.3522166416    1.6965472565
   2.9010641556    0.5335632937    1.6965472565
   3.4260641556    1.4428899676   -1.9407594394
   2.9010641556    2.3522166416   -1.9407594394
   1.8510641556    2.3522166416   -1.9407594394
   1.3260641556    1.4428899676   -1.9407594394
   2.3760641556    1.4428899676   -2.2221060915
   1.2486077294    2.0574838322    2.2376946351
   2.2986077294    2.0574838322    1.9563479830
   1.7736077294    2.9668105061    1.9563479830
   0.7236077294    2.9668105061    1.9563479830
   1.7736077294    1.1481571582    1.9563479830
   2.7785562834    3.0407220649    1.1876946351
   2.0041036336    3.7117891059    1.1876946351
   0.9897863723    3.8576259113    1.1876946351
   2.4415436975    3.7857499505    0.1376946351
   1.5017347579    4.1421724678    0.1376946351
   2.0041036336    3.7117891059   -0.9123053649
   0.9897863723    3.8576259113   -0.9123053649
   0.0576430632    3.4319303258   -0.9123053649
   1.7736077294    2.9668105061   -1.6809587129
   0.7236077294    2.9668105061   -1.6809587129
   1.2486077294    2.0574838322   -1.9623053649
   0.3340357599    1.0703369337    2.2174165261
   0.8590357599    0.1610102597    1.9360698740
  -0.1909642401    1.9796636077   -1.7012368218
   0.3340357599    1.0703369337   -1.9825834739
  -1.0119888507    1.1964749138    2.4337433226
  -0.4869888507    0.2871482398    2.1523966706
  -1.5369888507    2.1058015878   -1.4849100253
  -2.0619888507    1.1964749138   -1.4849100253
  -1.0119888507    1.1964749138   -1.7662566774
  -0.5901054309    2.4801007424    2.4431740739
  -1.8989267880    4.2802428215    1.6745207260
  -2.3847756937    4.4436348520    0.6245207260
  -1.1151054309    3.3894274164   -1.1941326220
  -1.8080489286    0.0803890799    2.3760161983
  -0.7580489286    0.0803890799    2.0946695462
  -2.3330489286   -0.8289375940    2.0946695462
  -1.2830489286   -0.8289375940    2.0946695462
  -2.3330489286    0.9897157539   -1.5426371496
  -2.8580489286    0.0803890799   -1.5426371496
  -1.8080489286    0.0803890799   -1.8239838017
  -2.9904498588    0.1496784434    2.4193778844
  -3.4804498588    0.9983833391    2.1567876758
  -3.9704498588    0.1496784434    2.1567876758
  -3.4804498588   -0.6990264523    2.1567876758
  -2.5004498588   -0.6990264523    2.1567876758
  -4.3636832265    1.1473908859    1.4393778844
  -4.6878596502    0.1496784434    1.4393778844
  -4.3636832265   -0.8480339991    1.4393778844
  -3.9704498588    1.8470882348    0.4593778844
  -4.6878596502    1.1296784434    0.4593778844
  -4.9504498588    0.1496784434    0.4593778844
  -4.6878596502   -0.8303215566    0.4593778844
  -4.3636832265    1.1473908859   -0.5206221156
  -4.6878596502    0.1496784434   -0.5206221156
  -4.3636832265   -0.8480339991   -0.5206221156
  -3.4804498588    0.9983833391   -1.2380319070
  -3.9704498588    0.1496784434   -1.2380319070
  -2.9904498588    0.1496784434   -1.5006221156
  -1.2006330360   -1.1399583428    2.0971373998
  -0.6756330360   -2.0492850168    1.8157907477
  -0.6756330360   -0.2306316689   -1.8215159482
  -1.7256330360   -0.2306316689   -1.8215159482
  -1.2006330360   -1.1399583428   -2.1028626002
  -1.0559294679   -2.2897351073    1.7693482844
  -2.3647508250   -4.0898771864    1.0006949364
  -3.6778020390   -3.6822926896   -0.0493050636
  -2.8505997307   -4.2532692169   -0.0493050636
  -1.0559294679   -2.2897351073   -1.8679584115
   0.1589407135   -1.3522547044    1.8668971946
   1.2089407135   -1.3522547044    1.5855505425
  -0.3660592865   -2.2615813784    1.5855505425
   0.6839407135   -2.2615813784    1.5855505425
   1.2089407135   -1.3522547044   -2.0517561534
  -0.3660592865   -0.4429280305   -2.0517561534
   0.1589407135   -1.3522547044   -2.3331028054
   1.5951443351   -2.4391771191    1.2299008212
   0.1251443351   -3.2878820148    1.2299008212
   1.1051443351   -3.2878820148    1.2299008212
   0.0906158631   -4.0535097621    0.5124910298
   1.1396728070   -4.0535097621    0.5124910298
   1.9883777027   -3.4368895616    0.5124910298
   0.6151443351   -4.3991771191   -0.4675089702
   1.5951443351   -4.1365869105   -0.4675089702
   2.3125541265   -3.4191771191   -0.4675089702
   0.0906158631   -4.0535097621   -1.4475089702
   1.1396728070   -4.0535097621   -1.4475089702
   1.9883777027   -3.4368895616   -1.4475089702
   1.5951443351   -2.4391771191   -2.1649187617
   1.1051443351   -1.5904722234   -2.1649187617
  -0.3648556649   -2.4391771191   -2.1649187617
   0.1251443351   -3.2878820148   -2.1649187617
   1.1051443351   -3.2878820148   -2.1649187617
   0.6151443351   -2.4391771191   -2.4275089702
   0.9037160666   -0.1312414770    1.9474518495
   1.4287160666   -1.0405681510    1.6661051974
   0.3787160666    0.7780851969   -1.9712014985
  -0.1462839334   -0.1312414770   -1.9712014985
   1.4287160666   -1.0405681510   -1.9712014985
   0.9037160666   -0.1312414770   -2.2525481505
   3.3541672502   -1.5761114222    1.8433896521
   4.3416464741   -1.5761114222    1.5225382026
   3.6593151120   -0.6369628716    1.5225382026
   2.5552797766   -0.9956856974    1.5225382026
   2.5552797766   -2.1565371469    1.5225382026
   3.6593151120   -2.5152599727    1.5225382026
   4.9519421976   -1.5761114222    0.6825382026
   2.5552797766   -2.9598251161    0.6825382026
   3.6316179582   -3.1496125779    0.6825382026
   4.5781338700   -2.6031413614    0.6825382026
   2.5552797766   -2.9598251161   -0.3557588985
   3.6316179582   -3.1496125779   -0.3557588985
   4.5781338700   -2.6031413614   -0.3557588985
   3.3818704332   -2.8814468390   -1.0354027407
   1.6030023975   -1.8544168998   -2.0736998418
   2.3055322516   -2.6916593773   -2.0736998418
   3.3818704332   -2.8814468390   -2.0736998418
   4.3283863450   -2.3349756225   -2.0736998418
   4.0918989491   -1.3079456833   -2.9136998418
